asin,description,about,overview
B01CJ3SCN2,"The Samsung Galaxy S7 unlocks a Galaxy of technology that takes your smartphone experience to a new level. The bigger, more stunning screen completes the slimmer design. Why not have a phone that’s water resistant, too? Galaxy S7 withstands splashes, spills and even dunks. Capture the moment like a professional with dual-pixel technology, offering faster autofocus and low-light sensor. Combine that with a longer-lasting battery and expandable memory, and you have a device that’s more than a smartphone. It’s a Galaxy. The Galaxy S7 comes in 32GB. Available in Black Onyx or Gold Platinum.","['Big on screen, slim on profile. The Samsung Galaxy S7 proves that less can actually be more. The big screen on an incredibly slim design keeps you fully engaged in movies, games and more.', 'Water-resistant smartphone. Worry less about daily wear and tear of your phone. Galaxy S7 has an IP68 rating meaning it repels against dust, splashes, spills and even dunks.', 'Brighter, better, faster photos. The Galaxy S7 has a dual-pixel Camera with faster, more precise Autofocus and a new low-light sensor.', 'Take charge of the charge. Fast, wireless charging lets you power Galaxy S7 from 0-100% in virtually no time.']","['Model Name: Galaxy S7', 'Wireless Carrier: Verizon', 'Brand: Samsung Electronics', 'Form Factor: Smartphone', 'Memory Storage Capacity: 32 GB', 'Operating System: Android', 'Color: Black', 'Cellular Technology: LTE', 'Included Components: Samsung Galaxy S7;Pre-Installed SIM Card;Wall Charger;USB Cable', 'Screen Size: 5.1 Inches']"
B01CKNVIJG,"Device is in good condition and will come with original box, charger, and a caseology case.",['S7 edge Tmobile not unlocked'],"['Model Name: Galaxy S7 edge', 'Wireless Carrier: Telcel', 'Brand: Samsung Electronics', 'Form Factor: Smartphone', 'Memory Storage Capacity: 32 GB', 'Operating System: Android 6.0', 'Color: Black Onyx', 'Cellular Technology: 2G', 'Included Components: Adapter', 'Screen Size: 5.5 Inches']"
B01CN1RZY2,"Brand new, unlocked Galaxy S7 G930A (AT&T), Black SuperAMOLED screen, includes Samsung us warranty our new camera has an advanced sensor for catching details in low light, and a fast auto-focus for photos with less blur. IP67 water resistant Rated","['5.1"" superamoled screen', 'IP67 water resistant', 'Micro SD card slot (up to 256GB, not included)', 'Android 6']","['Model Name: Galaxy Note 5', 'Wireless Carrier: T-Mobile', 'Brand: Samsung Electronics', 'Form Factor: Smartphone', 'Memory Storage Capacity: 64 GB', 'Operating System: Google_android', 'Color: Black', 'Cellular Technology: 2G', 'Screen Size: 5.7 Inches', 'Display Type: AMOLED']"
B01CP4CGBE,"Samsung GS7 edge, Gold 32GB. Android 6.0 (marshmallow). Expandable memory to 200GB. 12MP rear Camera with Dual pixel 5MP Front Camera.","['Android 6.0 (marshmallow)', 'Expandable memory to 200GB', '12MP rear Camera with Dual pixel 5MP Front Camera']","['Model Name: S7 Edge', 'Brand: Samsung Electronics', 'Form Factor: Touchscreen', 'Memory Storage Capacity: 32 GB', 'Operating System: Google_android', 'Color: Gold', 'Cellular Technology: 2G', 'Included Components: Phone', 'Screen Size: 5.5 Inches', 'Display Type: LCD']"
B01CP4CGTQ,"Samsung GS7, Black 32GB. Android 6.0 (marshmallow). Expandable memory to 200GB. 12MP rear Camera with Dual pixel 5MP Front Camera.","['The Galaxy S7 has an extended design that puts more experiences at your fingertips. View information such as scores, stocks, news and more with Flipboard.', 'Water-resistant smartphone. Worry less about daily wear and tear of your phone. Galaxy S7 edge has an IP68 rating meaning it repels against dust, splashes, spills and even dunks.', 'Brighter, better, faster photos. The Galaxy S7 has a dual-pixel Camera with faster, more precise Auto focus and a new low-light sensor.', 'Take charge of the charge. Fast, wireless charging lets you power Galaxy S7 from 0-100% in virtually no time. And with Samsung Galaxy’s biggest battery (3600 mAh) in their thinnest Device.', 'Android 6.0 (marshmallow) Expandable memory to 256GB 12MP rear Camera with Dual pixel 5MP Front Camera']","['Model Name: Galaxy S7', 'Brand: Samsung Electronics', 'Form Factor: Smartphone', 'Memory Storage Capacity: 32 GB', 'Operating System: Android', 'Color: Black Onyx', 'Cellular Technology: 4G', 'Included Components: Phone', 'Screen Size: 5.5 Inches', 'Display Type: LCD']"
B01DZ2CS4U,"Introducing the smartphone your life can't do without, The Samsung Galaxy S7. Packed with features to keep you both productive and entertained, all in a sleek, slim design that fits comfortably in your hand or pocket. With a bigger, more stunning screen on a slimmer profile, the Galaxy S7 proves that less can actually be more. Fully immerse yourself in movies, games, and more on the 5.1 inch Quad Super AMOLED screen and when you're done, the Galaxy S7 comfortably slides right back into your pocket. There are two things you can’t live without, water and your smartphone. Fortunately, the Samsung Galaxy S7 has an IP68 rating. That means it repels spills, splashes, and even dunks so you can just pick it up, wipe it off, and keep going.","['5.1-inch QHD sAMOLED, 1440 x 2560 pixels with Corning Gorilla Glass 4', 'Android OS, Qualcomm Snapdragon 820, Quad-Core (4x2.15 GHz & 2x1.6 GHz), Adreno 530', '12MP Camera with f/1.7, 26mm, phase detection autofocus & 5MP Front Camera with f/1.7, 22mm', 'Internal Memory: 32GB, 4GB RAM - microSD Up to 512GB', 'Non-Removable Lithium Ion 3000 mAh Capacity']","['Model Name: Galaxy S7', 'Wireless Carrier: Verizon', 'Brand: Samsung Electronics', 'Form Factor: Smartphone', 'Memory Storage Capacity: 32 GB', 'Operating System: Google_android', 'Color: Black', 'Cellular Technology: 4G', 'Screen Size: 5.5 Inches', 'Display Type: AMOLED']"
B01ECV21Q8,Sony Xperia XA Black 13022810 Phones Mobile Phones,"['5 inch HD curved display', '13 MP camera with hybrid autofocus', '8 MP front-facing camera', 'Android 6.0.1 Marshmallow operating system', '64 bit Octa Core processor']","['Wireless Carrier: Unlocked', 'Brand: Sony', 'Form Factor: Smartphone', 'Memory Storage Capacity: 16 GB', 'Operating System: Android 6.0', 'Color: Black', 'SIM card slot count: Single SIM', 'Year: 2016', 'Screen Size: 5 Inches', 'Manufacturer: SNCE4']"
B01FJT7E0A,"The Xperia XA has the latest Sony design and technology at an affordable price. The 5” borderless display gives you less bezel and more view. Sony’s Exmor RS 13MP main camera and 8MP front-facing camera can capture quick shots with a dedicated camera key. The Octa-core processor delivers reliable power and performance, and a 2300mAh battery lasts up to two days to keep you going.","['5” borderless display gives you less bezel with more view; 2300 mAh battery', 'Sony’s Exmor RS 13MP main camera has super-fast 0.15s Hybrid Autofocus for blur free shots,1/3"" sensor size, 1.12 µm pixel size, geo-tagging, touch focus, face detection, HDR, panorama.', 'Sony Exmor R 8MP front-facing camera with a wide angle lens that fits everyone in the shot', '16GB onboard memory and up to 200GB expandable with MicroSD card; Earphones are not included', 'SIM unlocked and compatible with GSM/LTE carriers utilizing GSM network such as AT&T, T-Mobile, Straight Talk, MetroPCS, Simple Mobile, Bright spot, Net10, h20 Wireless, Cricket Wireless', 'Model F3113; compatible with Nano SIM Cards']","['Model Name: Xperia XA', 'Brand: Sony', 'Form Factor: Smartphone', 'Memory Storage Capacity: 16 GB', 'Operating System: Android 6.0', 'Color: Black', 'Cellular Technology: 2G', 'Year: 2016', 'Included Components: Phone', 'Screen Size: 5 Inches']"
B01FJT7E4Q,The 6 inch borderless display is big for entertainment but easy to hold for productivity. The Sony sports a 21.5MP main camera and a 16 MP front-facing one which take stunning photos. With a large 2700mAh battery and 16bit Octa-core processor you have efficient power and performance for all of your entertainment needs.,"['Large 6” near borderless display on a narrow, curved 5.5” grip', 'Front 16 MP Camera with optical image stabilization and a slow sync flash for the perfect selfie or group picture', 'Main 21 MP Camera with fast Hybrid Autofocus to capture any moment', '16GB onboard memory and up to 200GB expandable with MicroSD card', 'SIM unlocked and compatible with GSM/LTE carriers utilizing GSM network such as AT&T, T-Mobile, Straight Talk, MetroPCS, Simple Mobile, Bright spot, Net10, h20 Wireless, Cricket Wireless', 'Model F3213; compatible with Nano SIM Cards']","['Model Name: Xperia XA Ultra', 'Wireless Carrier: Unlocked', 'Brand: Sony', 'Form Factor: Smartphone', 'Memory Storage Capacity: 16 GB', 'Operating System: Android 6.0', 'Color: Black', 'Cellular Technology: 4G, 2G', 'Year: 2016', 'Included Components: Phone']"
B01G31W4IK,"The Samsung Galaxy S7 Edge is water resistant: repels spills, splashes and even dunks without a bulky protective case. Featuring a big screen in an incredibly slim design that fits comfortably in the palm of your hand. The S7 edge’s curved screen is perfected, so all you need to do is swipe for instant updates. This fast wireless charging Galaxy S7 Edge also features a Low-light camera: the first smartphone with dual-pixel technology has a fast autofocus so you can say goodbye to blurry photos and a new advanced sensor for catching details in low light. The Galaxy S7 Edge is powered by the latest Android Marshmallow OS, that means less battery drain from apps you don’t use, and new features like Now on Tap-the genius technology that anticipates your next move.","['Network: GSM 850 / 900 / 1800 / 1900; HSDPA 850 / 900 / 1900 / 2100; HSPA 42.2/5.76 Mbps, LTE Cat9 450/50 Mbps', '5.5 inch Super AMOLED capacitive touchscreen, 16M colors; Internal Memory: 32 GB, 4 GB RAM; External Memory: microSD, up to 200 GB', 'Camera: 12 MP; Front Facing Camera: 5 MP', 'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot; Bluetooth v4.2, A2DP, LE, apt-X', 'Fingerprint, accelerometer, gyro, proximity, compass, barometer, heart rate, SpO2']","['Model Name: Galaxy S7 edge', 'Wireless Carrier: Unlocked', 'Brand: Samsung Electronics', 'Form Factor: Smartphone', 'Memory Storage Capacity: 32 GB', 'Operating System: Android 6.0', 'Color: Silver', 'Cellular Technology: 4G', 'Included Components: Samsung Galaxy S7 Edge Smartphone - GSM Unlocked - 32 GB - No Warranty - Silver', 'Screen Size: 5.5 Inches']"
B01GQWT4SE,"The Good The Samsung Galaxy Express runs on 4G LTE, has good call quality, and a decent 5-megapixel camera. The Bad The Galaxy Express is preloaded with too much bloatware and its screen has a bluish hue at certain angles. The Bottom Line With its reasonable price tag, AT&T's Galaxy Express' solid performance and respectable specs are a good deal -- but pass it up if you want a more powerful camera.","['4G LTE Unlocked Any GSM Carrier Desbloqueados GSM (Phone Does NOT Work on For Verizon Sprint Net10 or Any CDMA Carrier)', '1 Nano SIM GSM/GPRS/EDGE 850/900/1800/1900MHz; 3G - UMTS 850/1900/2100Mhz; 4G-LTE Bands : 1, 2, 3, 4, 5, 7, and 12; 4G HSPA+ HSPA+ with enhanced backhaul;', '1.3 ghz Quad Core processor Android 6.0 / 4G LTE USA LATIN & CARRIBEAN BANDS', '4.5"" Super AMOLED screen microSD card slot supports up to 32GB (card sold separately)']","['Model Name: Galaxy J1', 'Wireless Carrier: Unlocked', 'Brand: Samsung Electronics', 'Form Factor: Smartphone', 'Memory Storage Capacity: 8 GB', 'Operating System: Android', 'Color: White', 'Cellular Technology: 4G, 3G, 2G', 'Screen Size: 4.5 Inches', 'Display Type: AMOLED']"
B01HTKH0M4,Huawei P9 Lite 16GB VNS-L21 Dual-SIM Factory Unlocked Smartphone - International Version with No Warranty (Gold),"['5.2-inch with IPS LCD capacitive touchscreen, 16M colors, HiSilicon Kirin 650, Quad-core 2.0 GHz Cortex-A53 And quad-core 1.7 GHz Cortex-A53. 16 GB ROM, 2 GB RAM. Main Camera: 13 MP, f/2.0, autofocus, LED flash; Front Camera: 8 MP, f/2.0, LED flash.', 'Unlocked cell phones are compatible with GSM carriers such as AT&T and T-Mobile, but are not compatible with CDMA carriers such as Verizon and Sprint.', 'Please check if your GSM cellular carrier supports the bands for this model before purchasing, LTE may not be available in the US as this is the imported international model: GSM850, GSM900, GSM1800, GSM1900, UMTS850 (B5), UMTS900 (B8), UMTS1900 (B2), UMTS2100 (B1), LTE2100 (B1), LTE1800 (B3), LTE2600 (B7), LTE900 (B8), LTE800 (B20). Secondary Cellular Networks: GSM850, GSM900, GSM1800, GSM1900.', 'This device may not include a US warranty as some manufacturers do not honor warranties for international items Please contact the seller for specific warranty information.', 'The box contains: Your new device, USB cable, Charger (may be foreign), Documentation.']","['Model Name: P9 Lite', 'Wireless Carrier: T-Mobile, Unlocked, Verizon, Sprint', 'Brand: HUAWEI', 'Form Factor: Smartphone', 'Memory Storage Capacity: 16 GB', 'Operating System: Android', 'Color: Gold', 'Cellular Technology: 4G, 2G', 'SIM card slot count: Dual SIM', 'Included Components: Adapter, USB Cable']"
B01I8V0MJQ,"Like new Gold Samsung Galaxy S7 for use on T-Mobile only. Comes packaged in original box including fast OEM ""wall charger"", unused charging cable, unopened headsets still in original case, manuals, SIM removal tool, USB file transfer dongle. Fast shipping with USPS Priority 2-day delivery. Buy with confidence","[""100% functional item backed by Cellular Professor's 60-day warranty"", 'Network: T-Mobile', 'SIM Size: Nano', 'Storage: 32 GB', 'Color: Gold']","['Model Name: Galaxy S7', 'Wireless Carrier: T-Mobile', 'Brand: Samsung Electronics', 'Form Factor: Smartphone', 'Memory Storage Capacity: 32 GB', 'Color: Gold', 'Cellular Technology: 4G', 'Included Components: Adapter, USB Cable', 'Screen Size: 5.1 Inches', 'Display Type: AMOLED']"
B01LEL88OS,"Suddenly, your smartphone can do things you never imagined. Introducing the all-new Moto Z. It's designed around Moto mods, interchangeable backs that snap onto your smartphone, instantly transforming it into a movie projector, Boom box, battery powerhouse, and more. The possibilities are practically endless. And since it's a Moto phone, it has the Innovations you'd expect like our guaranteed shatterproof display, a full day and then some of battery life, and the fastest charging on the planet. Imagine that.","['Guaranteed shatter shield display', 'Turn your phone into a movie projector, boom box, battery powerhouse, and more, in a snap.', 'All day battery', 'Water resistant']","['Model Name: 01098NARTL', 'Wireless Carrier: Unlocked', 'Brand: Motorola', 'Form Factor: Smartphone', 'Color: White', 'Included Components: Charger, Quick Start Guide', 'Screen Size: 5.5', 'Display Type: LCD', 'Manufacturer: Motorola', 'Other camera features: 13.0']"
B01LEL8ABY,"Suddenly, your smartphone can do things you never imagined. Introducing the all-new Moto Z. It's designed around Moto mods, interchangeable backs that snap onto your smartphone, instantly transforming it into a movie projector, Boom box, battery powerhouse, and more. The possibilities are practically endless. And since it's a Moto phone, it has the Innovations you'd expect like our guaranteed shatterproof display, a full day and then some of battery life, and the fastest charging on the planet. Imagine that.","['Use Moto Mods to turn your phone into a movie projector, boom box, battery powerhouse, and more (Mods purchased separately).', 'Qualcomm Snapdragon 820 processor with 1.8 GHz Quad-core CPU and Adreno 530 GPU. 64GB of storage and micro SD card support', 'Android 6.0.1, Marshmallow.Will receive an upgrade to Android 7.0 Nougat, and then it’s ready for Daydream by Google virtual reality experiences', 'Up to 30 hours (2600 mAh) of battery life² with TurboPower for up to 8 hours of power in 15 minutes of charging³', '5.5” AMOLED screen with 1440p Quad HD (2560 x 1440) resolution. Please refer the User Guide before use.', 'Unlocked and compatible with GSM networks like T-Mobile and AT&T. Not compatible with Verizon or Sprint']","['Model Name: Moto Z', 'Wireless Carrier: AT&T', 'Brand: Motorola', 'Form Factor: Smartphone', 'Memory Storage Capacity: 64 GB', 'Operating System: Android 6.0', 'Color: Black', 'Cellular Technology: 2G', 'Included Components: Charger, Quick Start Guide', 'Screen Size: 5.5 Inches']"
B01MR948BL,"This model includes 2GB of RAM and 16GB of Storage, with a MicroSD slot to expand up to 128GB. Charge the device to over 80% capacity in just 30-40 minutes (with a Turbo Charger). Finger Print Sensor for added security. 13MP Front Facing and 3MP Rear Camera, for selfies and stunningly clear photos. LTE (4G/3G), Bluetooth and WiFi Enabled. Dolby Digital 5.1 sound output with DTS Technology. 2800 Li-Ion Battery, Micro USB, 3.5mm Audio Jack, LED for Low Battery. Accelerometer, Proximity Sensor and Gyroscope.","['For USA Buyers : This Smartphone is compatible/will work with any GSM Networks such as AT&T, T-Mobile. For exact 2G GSM, 3G, 4G/LTE compatibility, please check with your network provider in advance prior to your purchase. This phone WILL NOT WORK with any CDMA Networks such as VERIZON, SPRINT, US CELLULAR.', 'Network Compatibility : 2G : GSM 850 / 900 / 1800 / 1900 and/or 3G 850(B5) / 900(B8) / 1900(B2) / 2100(B1) and/or 4G 700(B28) / 800(B19) / 800(B20) / 850(B5) / 900(B8) / 1800(B3) / 2100(B1) / 2600(B7) : TD-2600 (B38) / TD-2300 (B40)', 'IPS LCD capacitive touchscreen, 16M colors, 5.0 inches, 1080 x 1920 pixels', '16GB Storage, 2GBRAM, Up to 256GB microSD, Removable Li-Ion 2800 mAh battery', 'Android 7.0 (Nougat), Qualcomm MSM8937 Snapdragon 430, Octa-core 1.4 GHz Cortex-A53 | Camera : 13 MP, f/2.0,1080p@30fps Video, 5MP Secondary Camera']","['Model Name: G5', 'Wireless Carrier: Unlocked for All Carriers', 'Brand: Motorola', 'Form Factor: Smartphone', 'Memory Storage Capacity: 16 GB', 'Operating System: Android', 'Color: Lunar Gray', 'Cellular Technology: 4G', 'Included Components: Adapter', 'Screen Size: 5 Inches']"
B01MU9R2EN,"With its smooth outer contour, slim 7.7 mm edge and flawless lines, the P8lite sits perfectly balanced in the palm of your hand. The purest expression of a design concept that provides comfort, ease, and stability for every moment of your life.","['Make sure this fits by entering your model number.', 'For USA Buyers : This Smartphone is not compatible/will not work with any CDMA Networks including : VERIZON, SPRINT, US CELLULAR. Please check with your network provider for 3G or 4G/LTE compatibility check before you purchase.', 'Dual-SIM, Network Compatibility : SIM CARD 1[ 2G GSM 850 / 900 / 1800 / 1900 and/or 3G 850(B5) / 900(B8) / 1900(B2) / 2100(B1) and/or 4G LTE 800(B20) / 900(B8) / 1800(B3) / 2100(B1) / 2600(B7) ] and SIM CARD 2 [ 2G GSM 850 / 900 / 1800 / 1900 ]', '5.2 inches, IPS LCD capacitive touchscreen, 16M colors, 5.2 inches,', '16GB Storage, 3GB RAM, 256GB microSD Card slot, up to (uses SIM 2 slot)', 'Android 7.0 (Nougat), HiSilicon Kirin 655, Octa-core (4x2.1 GHz Cortex-A53 & 4x1.7 GHz Cortex-A53) | Primary Camera 12MP, AF, LED flash, panorama, HDR, 1080p@30fps, Secondary Camera 8MP, f/2.0']","['Model Name: P8 Lite', 'Wireless Carrier: AT&T', 'Brand: HUAWEI', 'Form Factor: Smartphone', 'Memory Storage Capacity: 16 GB', 'Operating System: Android', 'Color: Black', 'Cellular Technology: 4G, 3G, 2G', 'SIM card slot count: Dual SIM', 'Year: 2017']"
B01MUCSMEP,"Nokia 216 dual Sim Unlocked phone. Specification Unlock Phones: Yes ROM: <128M RAM: <128M Design: Bar Item Condition: Refurbished Operation System: Others Cellular: GSM Display Size: 2.4 Language: German,Polish,Norwegian,Turkish,Italian,Spanish,Russian,English Thickness: Normal(>10mm) SIM Card Quantity: 2 SIM Card Release Date: 2016 Battery Type: Detachable",[],"['Model Name: Nokia 216', 'Wireless Carrier: Unlocked', 'Brand: Nokia', 'Memory Storage Capacity: 32 GB', 'Color: Black', 'Cellular Technology: 2G', 'SIM card slot count: Dual SIM', 'Year: 2017', 'Screen Size: 2.4 Inches', 'Manufacturer: Nokia']"
B01N9YO1DS,"Iphone 7 dramatically improves the most important aspects of the iPhone experience. It introduces advanced new camera systems. The best performance and battery life ever in an iPhone. Immersive stereo speakers. The brightest, most colorful iPhone display. Splash and water resistance. And it looks every bit as powerful as it is. This Amazon certified Refurbished device is in EXCELLENT cosmetic condition, It is 100% fully functional as tested by our expert technicians and passed an industry leading 65-point inspection. The device may have minor cosmetic wear such as minimal light scratches on the screen and minor imperfections on sides and/or back.  The device has been thoroughly inspected, cleaned and refurbished (if necessary) at our Manufacturer approved repair center. Our devices are extensively inspected for quality and reliability, if you are not 100% satisfied we offer a 90-Day money-back promise. Includes new OEM a/C Adapter & Data cable. Devices do not include a SIM card, headphones, original box, and a manufacturer’s warranty. This GSM unlocked Device is being sold for use with only GSM carrier networks such as T-Mobile and AT&T. Please check with your carrier for compatibility.","['Locked to the GSM network and only compatible with GSM carriers like AT&T, T-Mobile and Metro. Will not work with Sprint, Verizon, US Cellular or Cricket.', 'The device does not come with headphones or a SIM card. It does include a charger and charging cable that may be generic, in which case it will be UL or Mfi (Made for iPhone) Certified.', 'Inspected and guaranteed to have minimal cosmetic damage, which is not noticeable when the device is held at arms length.', 'Successfully passed a full diagnostic test which ensures like-new functionality and removal of any prior-user personal information.', 'Tested for battery health and guaranteed to have a minimum battery capacity of 80%.']","['Model Name: IPhone 7', 'Wireless Carrier: AT&T', 'Brand: Apple', 'Form Factor: Smartphone', 'Memory Storage Capacity: 128 GB', 'Operating System: Ios', 'Color: Gold', 'Cellular Technology: 4G', 'Included Components: Cellphone service', 'Screen Size: 4.7 Inches']"
B06X9HVVC5,"Xperia XA1 comes with a powerful camera and many advanced features that suit your style, design, and social media sensibilities. With its eye-catching borderless 5-inch display, smooth curved glass edges, and thin frame, Xperia XA1 slips easily into your pocket, just like its predecessor, the Xperia XA. New and improved for Xperia XA1 is a powerful 23MP main camera (previously found only on Sony’s flagship smartphones), which features an updated Exmor RS image sensor, camera shutter button with Quick Launch, and a 24mm wide-angle F2.0 lens. Xperia XA1’s performance has been upgraded with the power-efficient MediaTek helio P20 64-bit Octa-core processor that is perfect for demanding video and gaming apps. The device also features smart battery solutions, including STAMINA Mode and QNovo Adaptive Charging. Stylish, powerful, and loaded with Sony’s flagship camera technology, Xperia XA1 delivers on your social media needs while allowing you to capture and share all your favorite moments.","['5” borderless display with scratch-resistant Corning Gorilla Glass and curved glass edges', '1/2.3” 23 MP main camera with updated Sony Exmor RS image sensor, Hybrid Autofocus, 0.6 second quick capture, and a camera shutter button with Quick Launch. 24mm wide-angle F2.0 lens and ISO6400 support. Sony SteadyShot video stabilization', '1/4"" 8 MP front-facing camera equipped with Sony Exmor R sensor and ISO 3200', 'MediaTek helio P20 64-bit Octa-core processor with 4G LTE Cat 6 support. 3GB RAM and 32GB internal memory storage3 with microSD expansion slot2 supporting up to 256GB memory', 'Unlocked and compatible with GSM/LTE carriers utilizing GSM network such as AT&T, T-Mobile, Straight Talk, MetroPCS, Cricket Wireless, Simple Mobile, Bright spot, and others']","['Model Name: Xperia XA1', 'Wireless Carrier: T-Mobile, Cricket, Unlocked, Simple Mobile, Straight Talk', 'Brand: Sony', 'Form Factor: Smartphone', 'Memory Storage Capacity: 32 GB', 'Operating System: Android N', 'Color: White', 'Cellular Technology: LTE', 'Included Components: A7 printed - Generic Startup GuideE-LabelGreco, Charger Head, UCH20Standard Master Pack LabelStandard Mobile Phone LabelStandard Sales Item LabelType-C USB Cable-Bird, UCB20', 'Screen Size: 5 Inches']"
B06XCMPPTM,The phone comes with a 5.10-inch touchscreen display with a resolution of 1440x2560 pixels. Huawei P10 is powered by an octa-core HiSilicon Kirin 960 processor. It comes with 4GB of RAM. The Huawei P10 runs Android 7.0 and is powered by a 3100mAh non-removable battery,[],"['Model Name: P10', 'Wireless Carrier: Go Mobile', 'Brand: HUAWEI', 'Form Factor: Smartphone', 'Memory Storage Capacity: 64 GB', 'Operating System: Google_android', 'Screen Size: 5.1 Inches', 'Manufacturer: Huawei P10', 'Human Interface Input: Touchscreen', 'Resolution: 1440 x 2560']"
B06XGZHSBS,"The Xperia L1 - Smooth Performance. Standout Display. View it all in glorious detail. Xperia L1 features a high-quality 5.5"" display with loop surface design and narrow borders, so you can view and share everything. Xperia L1 is not just a pleasure to behold. With its smooth, rounded frame, it fits and feels great in your hand. Combine a quad-core processor with 2GB RAM, and you have the speed and power you need. No lag. No hassle. Just smooth performance. The microSD™ card slot lets you expand your storage capacity to up to 256GB (microSD cards sold separately). Smart Cleaner guarantees optimum speed. This clever function analyzes how you use your phone, deactivates unused apps, and clears your cache. Xperia L1 learns and adapts based on how you use it, getting smarter and more personal everyday. With an easy-to-use 13MP camera at hand, you’re always ready to catch and share life as it happens. In vivid, lifelike colors. Put yourself in the picture frame and snap away with the 5MP selfie camera.","['5.5” borderless HD display with a curved back panel for a comfortable fit in your hands', '13MP main camera with autofocus and 3X clear zoom; 5MP front camera', 'MT6737T 64-bit Quad-core 1.5GHz processor with Android 7.0 OS support; LTE Cat4', '2GB RAM and 16GB internal memory storage. Also supports external memory card for up to 256GB of additional storage', 'Unlocked and compatible with GSM/LTE carriers utilizing GSM network such as AT&T, T-Mobile, Straight Talk, MetroPCS, Cricket Wireless, Simple Mobile, Bright spot, and others']","['Model Name: Xperia L1', 'Wireless Carrier: Unlocked', 'Brand: Sony', 'Form Factor: Smartphone', 'Memory Storage Capacity: 16 GB', 'Operating System: Android N', 'Color: Pink', 'Cellular Technology: LTE', 'Included Components: A7 printed - Generic Startup GuideE-LabelNikola, Charger Head, EP800Standard Master Pack LabelStandard Mobile Phone LabelStandard Sales Item LabelType-C USB Cable-Bird, UCB20', 'Screen Size: 5.5 Inches']"
B06XKMMWPM,"Only for GSM Carriers , phone DOES NOT Work on Verizon Boost Virgin or any CDMA Carrier",[],"['Wireless Carrier: Unlocked', 'Brand: Motorola', 'Memory Storage Capacity: 32 GB', 'Color: Gold', 'Cellular Technology: 4G, 2G', 'Screen Size: 5.2 Inches', 'Manufacturer: Motorola', 'Other camera features: Front', 'Connectivity Technology: Bluetooth, Wi-Fi', 'Item Weight: 155 Grams']"
B06XYKR7GP,"Meet the Galaxy S8+ - Infinitely Brilliant. The Galaxy S8+ has the world's first Infinity Screen, A screen without limits.","['Infinity Display: a bezel-less, full-frontal, edge-to-edge screen. Default resolution is Full HD+ and can be changed to Quad HD+ (WQHD+) in Settings', 'Camera resolution - Front: 8 MP AF, Rear: 12 MP OIS AF', 'Memory: Internal Memory 64 GB, RAM 4GB']","['Model Name: FBA_SM-G955FZKABTU', 'Wireless Carrier: Unlocked', 'Brand: Samsung Electronics', 'Form Factor: Smartphone', 'Memory Storage Capacity: 64 GB', 'Operating System: Android;android 7', 'Color: Midnight Black', 'Cellular Technology: LTE', 'Year: 2017', 'Included Components: Device;USB Cable;Earphone;Ejection pin;USB power adaptor;Earphone;Quick start guide;USB Connector (USB Type-C);Micro USB Connector']"
B06XZP8DJJ,"Latest Galaxy phone with Infinity Display, Duel Pixel Camera, iris scanning and Ip68-rated water and dust resistance. The phone comes with a stunning 5.8"" Quad HD+ Super AMOLED display (2960x1440) with 570 ppi and world's first 10nm processor.","['Infinity Display: a bezel-less, full-frontal, edge-to-edge screen. Default resolution is Full HD+ and can be changed to Quad HD+ (WQHD+) in Settings', 'Camera resolution - Front: 8 MP AF, Rear: 12 MP OIS AF', 'Memory: Internal Memory 64 GB, RAM 4GB']","['Model Name: Galaxy S8', 'Wireless Carrier: T-Mobile', 'Brand: Samsung Electronics', 'Form Factor: Smartphone', 'Memory Storage Capacity: 64 GB', 'Operating System: Android;android 7', 'Color: Arctic Silver', 'Cellular Technology: LTE', 'Included Components: Device;USB Cable;Earphone;Ejection pin;USB power adaptor;Earphone;Quick start guide;USB Connector (USB Type-C);Micro USB Connector', 'Screen Size: 5.8 Inches']"
